$Price/Unit,% 1-Bed,% 2-Bed,% 3-Bed,% Studios,Affordable Type,Amenities,Anchor GLA,Anchor Tenants,Architect Name,Ask Rent/SF,Ask Rent/Unit,Average Weighted Rent,Avg Concessions %,Avg Rent-Direct (Industrial),Avg Rent-Direct (Office),Avg Rent-Direct (Retail),Avg Rent-Sublet (Industrial),Avg Rent-Sublet (Office),Avg Rent-Sublet (Retail),Avg Unit Size,Building Address,Building Class,Building Location,Building Name,Building Operating Expenses,Building Park,Building Status,Building Tax Expenses,Cap Rate,Ceiling Height Range,City,Closest Transit Stop,Closest Transit Stop Dist (mi),Closest Transit Stop Walk Time (min),Column Spacing,Construction Material,Core Factor,County Name,Cross Street,Days On Market,Developer Name,Direct Available Space,Direct Services,Direct Vacant Space,Drive Ins,Effective Rent/SF,Effective Rent/Unit,Energy Star,Exp Year,Features,For Sale Price,For Sale Status,Gas,Heating,LEED Certified,Land Area (AC),Last Sale Date,Last Sale Price,Latitude,Leasing Company Address,Leasing Company City State Zip,Leasing Company Contact,Leasing Company Fax,Leasing Company Name,Leasing Company Phone,Longitude,Market Name,Market Segment,Max Building Contiguous Space,Max Floor Contiguous Space,Number Of 1 Bedrooms,Number Of 2 Bedrooms,Number Of 3 Bedrooms,Number Of Cranes,Number Of Elevators,Number Of Loading Docks,Number Of Other Bedrooms,Number Of Parking Spaces,Number Of Stories,Number Of Studios,Number Of Units,Office Space,One Bedroom Mix,One Bedroom Rent High,One Bedroom Rent Low,Ops Expense,Ops Expense Per SF,Other Bedroom Rent High,Other Bedroom Rent Low,Other Mix,Owner Address,Owner City State Zip,Owner Contact,Owner Name,Owner Phone,Parcel Number 1(Min),Parcel Number 2(Max),Parking Ratio,Parking Spaces/Unit,Percent Leased,Power,Primary Agent Name,Property Manager Address,Property Manager City State Zip,Property Manager Contact,Property Manager Name,Property Manager Phone,PropertyID,PropertyType,Rail Lines,Rent Type,Rentable Building Area,Secondary Type,Serial,Services,Sewer,Smallest Available Space,Sprinklers,Star Rating,State,Style,Sublet Available Space,Sublet Services,Sublet Vacant Space,Submarket Cluster,Submarket Name,Tax Year,Taxes Per SF,Taxes Total,Three Bedroom Mix,Three Bedroom Rent High,Three Bedroom Rent Low,Total Available Space (SF),Total Buildings,Total New Space (SF),Total Relet Space (SF),Total Sublet Space (SF),Total Vacant Avail Relet Space (SF),Total Vacant Avail Sublet Space (SF),Total Vacant Available,Two Bedroom Mix,Two Bedroom Rent High,Two Bedroom Rent Low,Typical Floor Size,Vacancy %,Water,Year Built,Year Renovated,Zip,Zoning
,,,,,,Property Manager on Site,,,,,,-,,-,-,-,-,-,-,,509 G St,C,,,,Mare Island,Existing,,,,Vallejo,,,,,Masonry,,Solano,,,Lennar Partners,,,,2/10'0inw x 20'0inh,,,,,Property Manager on Site,,N,,,,,,,38.1091071,1850 Gateway Blvd Suite # 130,"Concord, CA  945203279",Leasing Mare Island,,"Kennedy-Wilson Properties, Ltd.",7075624015,-122.2767166,North Bay/Santa Rosa,,,,,,,,0,,,50,1,,,,,,,,,,,,,,,,,066-020-060,066-020-060,1.55,,100,,Leasing Mare Island,Mare Island Naval Base,"Vallejo, CA  94590",,Lennar Partners,7075624000,7843571,Industrial,,,32196,Warehouse,BYMMUA,,,,,2 Star,CA,,,,,Solano County Ind,Vallejo Ind,,,,,,,,,,,,,,0,,,,36586,,,1963,,94592,
,,,,,,,,,,,,-,,-,-,-,-,-,-,,1434 Lemon St,C,,,2013 Tax @ $0.59/sf,,Existing,2013 Tax @ $0.59/sf,,,Vallejo,,,,,Metal,,Solano,,,,,,,1/10'0inw x 12'0inh,,,,,,,N,,,,0.3237,,,38.092376,,,,,,,-122.236482,North Bay/Santa Rosa,,,,,,,,0,,,8,1,,,,,,,,,,,,1434 Lemon St,"Vallejo, CA  94590",,Hopkins Cagle T Jr & Jane L,,0059-180-030,0059-180-030,4.3,,100,,,,,,,,7666196,Industrial,,,1861,Warehouse,BPRJYA,,,,,1 Star,CA,,,,,Solano County Ind,Vallejo Ind,2013,0.59,1092.22,,,,,,,,,,,0,,,,2115,,,1963,,94590,
,,,,,,,,,,,,Withheld,,-,-,-,Withheld,-,-,,1891 Woolner Ave,B,,,2014 Tax @ $0.24/sf,,Existing,2014 Tax @ $0.24/sf,,14'0in-28'0in,Fairfield,,,,,Masonry,,Solano,,,,0,Industrial Gross,0,7/12'0inw x 14'0inh,,,,,,,N,,,,6.58,,,38.244325,360 Campus Ln Suite # 101,"Fairfield, CA  94534",,7078630181,Colliers International,7078630188,-122.0619766,North Bay/Santa Rosa,,12600,12600,,,,,0,8,,,1,,,,,,,,,,,,1624 Franklin St Suite # 310,"Oakland, CA  946122897",,"Balco Properties, Ltd., LLC",5107632911,0031-170-310,0031-170-310,1.5,,100,200a/120-208v,,1624 Franklin St Suite # 310,"Oakland, CA  946122897",Julie Mitchell,"Balco Properties, Ltd., LLC",5107632911,336378,Industrial,,,97566,Manufacturing,SO0064,Direct - Industrial Gross,,12600,Yes,2 Star,CA,,12600,,12600,Solano County Ind,Fairfield Ind,2014,0.24,23066.16,,,,12600,,,0,12600,0,12600,12600,,,,97566,,,1964,,945335868,"CS, Fairfield"
,,,,,,,,,,,,-,,-,-,-,-,-,-,,7 Alameda St,C,,,2013 Tax @ $1.36/sf,,Existing,2013 Tax @ $1.36/sf,,,Vallejo,,,,,Masonry,,Solano,,,,,,,3/10'0inw x 10'0inh,,,,,,,N,,,,0.18,,,38.096275,,,,,,,-122.248811,North Bay/Santa Rosa,,,,,,,,0,,,16,1,,,,,,,,,,,,810 E St,"San Rafael, CA  94901",,Asha S Reddy,,0058-034-060,0058-034-060,5.13,,100,,,,,,,,6033215,Industrial,,,3120,Service,AIK41A,,,,,2 Star,CA,,,,,Solano County Ind,Vallejo Ind,2013,1.36,4256.62,,,,,,,,,,,0,,,,2798,,,1964,,94590,
,,,,,,,,,,,,-,,-,-,-,-,-,-,,1973 Broadway St,C,,,2013 Tax @ $1.09/sf,,Existing,2013 Tax @ $1.09/sf,,,Vallejo,,,,,Metal,,Solano,,,,,,,1/10'0inw x 15'0inh,,,,,,,N,,,,0.363,4/23/2007 12:00,"415,000.00",38.139582,,,,,,,-122.2526315,North Bay/Santa Rosa,,,,,,,,0,,,15,1,,,,,,,,,,,,4151 Storey Ln,"Concord, CA  945181822",,Waite Living Trust,,0052-040-370,0052-040-370,3.09,,100,,,,,,,,5385431,Industrial,,,4862,Warehouse,ASQSLA,,,,,1 Star,CA,,,,,Solano County Ind,Vallejo Ind,2013,1.09,5288.66,,,,,,,,,,,0,,,,4862,,,1964,,94589,
,,,,,,,,,,,,-,,-,-,-,-,-,-,,1061 Sonoma Blvd,C,,,2013 Tax @ $2.38/sf,,Existing,2013 Tax @ $2.38/sf,,,Vallejo,,,,,Masonry,,Solano,,,,,,,1/10'0inw x 18'0inh,,,,,,,N,,,,1.22,6/13/2008 12:00,"1,325,000.00",38.093839,,,,,,,-122.250631,North Bay/Santa Rosa,,,,,,,,0,,,50,1,,,,,,,,,,,,3206 Montclair Ave,"Napa, CA  945583416",Kenneth Lindsey,KBL Investments LLC,,0058-100-510,0058-100-510,7.14,,100,220a,,,,,,,6348513,Industrial,,,7000,Warehouse,A55D9A,,,,,2 Star,CA,,,,,Solano County Ind,Vallejo Ind,2013,2.38,16654.48,,,,,,,,,,,0,,,,7000,,,1964,,94590,
,,,,,,,,,,,,-,,-,-,-,-,-,-,,705 West St,C,,,2013 Tax @ $0.50/sf,,Existing,2013 Tax @ $0.50/sf,,12'0in,Suisun City,,,,,Reinforced Concrete,,Solano,,,,,,,3/10'0inw x 14'0inh,,,,,,,N,,,,0.13,,,38.2380796,,,,,,,-122.0437534,North Bay/Santa Rosa,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,0032-112-080,0032-112-080,,,100,,,,,,,,9235338,Industrial,,,3750,,CE1JWA,,,,,2 Star,CA,,,,,Solano County Ind,Fairfield Ind,2013,0.5,1884.72,,,,,,,,,,,0,,,,3750,,,1965,,945852443,
,,,,,,,,,,,,-,,-,-,-,-,-,-,,1336 Woolner Ave,C,,Canova Moving & Storage,2014 Tax @ $0.21/sf,,Existing,2014 Tax @ $0.21/sf,,16'0in,Fairfield,,,,,,,Solano,,,,,,,2,,,,,,,N,,,,1.9,,,38.2456788,1336 Woolner Ave,"Fairfield, CA  945335927",,7074256758,Canova Moving & Storage,7074256756,-122.051647,North Bay/Santa Rosa,,,,,,,,0,,,,1,,,,,,,,,,,,1000 Webster St,"Fairfield, CA  945334836",,City of Fairfield,7074287492,0031-210-680,0031-210-680,,,100,,,,,,,,336639,Industrial,,,21530,,SO02D0,,,,,3 Star,CA,,,,,Solano County Ind,Fairfield Ind,2014,0.21,4528.94,,,,,,,,,,,0,,,,21530,,,1965,,945335927,
,,,,,,,,,,,,-,,-,-,-,-,-,-,,1250 Callen St,C,,,2013 Tax @ $0.23/sf,,Existing,2013 Tax @ $0.23/sf,,12'0in,Vacaville,,,,,Masonry,,Solano,,,,,,,3,,,,,,,N,,,,0.2645,,,38.3589676,331 Main St,"Vacaville, CA  95688",Betty Chandler,,Chandler Property,7074475544,-121.9744083,North Bay/Santa Rosa,,,,,,,,0,,,12,1,,,,,,,,,,,,670 Lovers Ln,"Vacaville, CA  95688",Robert Melvin,Robert C & Helen L Melvin,7074485895,0130-052-100,0130-052-100,2.71,,100,150a 1p,Betty Chandler,,,,,,5445550,Industrial,,,4429,Warehouse,A5I2NA,,,,,2 Star,CA,,,,,Solano County Ind,Vacaville Ind,2013,0.23,1039.74,,,,,,,,,,,0,,,,4429,,,1965,,95688,
,,,,,,,,,,,,-,,-,-,-,-,-,-,,515 Main St,C,,,2013 Tax @ $0.66/sf,,Existing,2013 Tax @ $0.66/sf,,14'0in,Suisun City,,,,,,,Solano,,,,,,,,,,,,,,N,,,,0.239,12/12/1997 12:00,"200,000.00",38.239728,,,,,,,-122.040831,North Bay/Santa Rosa,,,,,,,,0,,,15,1,,,,,,,,,,,,515 Main St,"Suisun City, CA  94585",,Guisande Henry V & Linda F,,0032-084-090,0032-084-090,3.29,,100,,,,,,,,4118811,Industrial,,,4560,,927800,,,,None,2 Star,CA,,,,,Solano County Ind,Fairfield Ind,2013,0.66,3020.64,,,,,,,,,,,0,,,,4800,,,1966,,94585,"MC, Suisun City"
,,,,,,,,,,,,-,,-,-,-,-,-,-,,1330 Lemon St,C,,,2013 Tax @ $1.10/sf,,Existing,2013 Tax @ $1.10/sf,,,Vallejo,,,,,Masonry,,Solano,,,,,,,2/10'0inw x 15'0inh,,,,,,,N,,,,0.29,6/11/2014 12:00,"223,000.00",38.091212,513 1st St,"Benicia, CA  94510",,7077476970,Hamann Real Estate,7077479300,-122.239009,North Bay/Santa Rosa,,,,,,,,0,,,20,1,,,,,,,,,,,,1132 Tennessee St,"Vallejo, CA  945904554",Tom Cirimele,Century 21 Cirimele & Associates,7075568020,0059-180-150,0059-180-150,5.71,,100,,,,,,,,7151575,Industrial,,,3500,Warehouse,BJ6AOA,,,,,1 Star,CA,,,,,Solano County Ind,Vallejo Ind,2013,1.1,3836.42,,,,,,,,,,,0,,,,3500,,,1966,,94590,
,,,,,,Property Manager on Site,,,,,,-,,-,-,-,-,-,-,,845 Davis St,C,,,2014 Tax @ $0.98/sf,,Existing,2014 Tax @ $0.98/sf,,,Vacaville,,,,,,,Solano,,,,,,,3,,,,,Property Manager on Site,,N,,,,1,5/31/2002 12:00,"850,000.00",38.348517,845 Davis St,"Vacaville, CA  956875420",,,"Allied Van Lines, Inc.",7074482807,-121.986005,North Bay/Santa Rosa,,,,,,,,0,,,12,1,,,,,,,,,,,,845 Davis St,"Vacaville, CA  956875420",,"Allied Van Lines, Inc.",7074482807,0131-070-240,0131-070-240,2,,100,,,845 Davis St,"Vacaville, CA  956875420",,"Allied Van Lines, Inc.",7074482807,336652,Industrial,,,12000,Warehouse,SO02DK,,,,,2 Star,CA,,,,,Solano County Ind,Vacaville Ind,2014,0.98,11815.44,,,,,,,,,,,0,,,,12000,,,1967,,956875420,"I, Vacaville"
,,,,,,Property Manager on Site,,,,,,-,,-,-,-,-,-,-,,California Ave @ A St,C,,Bldg 387,,Mare Island,Existing,,,11'0in,Vallejo,,,,,Metal,,Solano,A St,,Lennar Partners,,,,7/10'0inw x 10'0inh,,,,,Property Manager on Site,,N,,,,,,,38.105364,1850 Gateway Blvd Suite # 130,"Concord, CA  945203279",Leasing Mare Island,,"Kennedy-Wilson Properties, Ltd.",7075624015,-122.274675,North Bay/Santa Rosa,,,,,,,,0,5,,30,1,,,,,,,,,,,,1601 Washington Ave Suite # 700,"Miami Beach, FL  331393164",,LNR Property Corporation,3056955500,066-020-060,066-020-060,,,100,,Leasing Mare Island,Mare Island Naval Base,"Vallejo, CA  94590",,Lennar Partners,7075624000,351442,Industrial,,,34592,Warehouse,SO9443,,,,,2 Star,CA,,,,,Solano County Ind,Vallejo Ind,,,,,,,,,,,,,,0,,,,34592,,,1967,,94592,
,,,,,,,,,,,,6.6,,6.6,-,-,-,-,-,,473-475 E Channel Rd,C,,,2013 Tax @ $0.39/sf,,Existing,2013 Tax @ $0.39/sf,,18'0in,Benicia,,,,,,,Solano,,,,8000,Industrial Gross,0,3,,,,,,,N,,,,1,,,38.0716717,1333 N California Blvd Suite # 343,"Walnut Creek, CA  945964534",Graden Travis,9259740123,Newmark Cornish & Carey,9259740100,-122.1321909,North Bay/Santa Rosa,,8000,8000,,,,,0,,,,1,,,,,,,,,,,,5125 Alhambra Valley Rd,"Martinez, CA  94553",James Allen,Allen James L & Elsie P,9252284956,0080-250-430,0080-250-430,1.5,,100,400a/120-208v,Graden Travis,,,,,,673343,Industrial,,,18000,Warehouse,SO1747,Direct - Industrial Gross,,8000,,2 Star,CA,,0,,0,Solano County Ind,Benicia Ind,2013,0.39,7023.08,,,,8000,,,8000,0,0,0,0,,,,18000,,,1967,,94510,
,,,,,,,,,,,,-,,-,-,-,-,-,-,,685 Walnut Ave,C,,Bldg 527,,Mare Island,Existing,,,15'0in-35'0in,Vallejo,,,,,Wood Frame,,Solano,D St,,,,Modified Gross,,6/10'0inw x 15'0inh,,,,,,,N,,,,0.47,,,38.105191,1850 Gateway Blvd Suite # 130,"Concord, CA  945203279",Leasing Mare Island,,"Kennedy-Wilson Properties, Ltd.",7075624015,-122.279991,North Bay/Santa Rosa,,,,,,,1,0,,,20,1,,,,,,,,,,,,Mare Island Naval Base,"Vallejo, CA  94590",,Lennar Partners,7075624000,0066-020-060,0066-020-060,,,100,400a/120-208v,Leasing Mare Island,,,,,,531182,Industrial,,,114328,Warehouse,SO7859,Direct - Modified Gross,,,,2 Star,CA,,,,,Solano County Ind,Vallejo Ind,,,,,,,,,,,,,,0,,,,114328,,,1967,,94592,Mixed-Use
,,,,,,,,,,,,-,,-,-,-,-,-,-,,700 Crocker Dr,C,,,2014 Tax @ $0.54/sf,,Existing,2014 Tax @ $0.54/sf,,28'0in,Vacaville,,,,,Masonry,,Solano,,,,,,,,,,,,,,N,,,,45,,,38.411187,700 Crocker Dr,"Vacaville, CA  956888707",,7074465911,Save Mart Supermarkets,7074465900,-121.94931,North Bay/Santa Rosa,,,,,,,,0,80,,,1,,,,,,,,,,,,1800 Standiford Ave,"Modesto, CA  953500180",,Save Mart Supermarkets,2095771600,0106-240-350,0106-240-350,2,,100,,,700 Crocker Dr,"Vacaville, CA  956888707",,Save Mart Supermarkets,7074465900,336651,Industrial,,,800000,Warehouse,SO02DJ,,,,,3 Star,CA,,,,,Solano County Ind,Vacaville Ind,2014,0.54,430747.8,,,,,,,,,,,0,,,,716898,,,1968,,956888707,
,,,,,,Property Manager on Site,,,,,,-,,-,-,-,-,-,-,,California Ave @ 10th St,C,,Bldg 106A,,Mare Island,Existing,,,28'0in,Vallejo,,,,,Metal,,Solano,10th St,,Lennar Partners,,,,2/10'0inw x 15'0inh,,,,,Property Manager on Site,,N,,,,,,,38.096138,1850 Gateway Blvd Suite # 130,"Concord, CA  945203279",Leasing Mare Island,,"Kennedy-Wilson Properties, Ltd.",7075624015,-122.268959,North Bay/Santa Rosa,,,,,,,,0,,,10,1,,,,,,,,,,,,1601 Washington Ave Suite # 700,"Miami Beach, FL  331393164",,LNR Property Corporation,3056955500,066-020-060,066-020-060,,,100,,Leasing Mare Island,Mare Island Naval Base,"Vallejo, CA  94590",,Lennar Partners,7075624000,351380,Industrial,,,36800,Warehouse,SO0748,,,,,2 Star,CA,,,,,Solano County Ind,Vallejo Ind,,,,,,,,,,,,,,0,,,,36800,,,1968,,94592,
,,,,,,,,,,,,-,,-,-,-,-,-,-,,329 Couch St,C,,,2013 Tax @ $0.16/sf,,Existing,2013 Tax @ $0.16/sf,,18'0in,Vallejo,,,,,Masonry,,Solano,,,,,,,3/10'0inw x 15'0inh,,,,,,,N,,,,0.5897,4/24/2013 12:00,"360,000.00",38.1209757,,,,,,,-122.2521392,North Bay/Santa Rosa,,,,,,,,0,,,15,1,,,,,,,,,,,,587 Ygnacio Valley Rd,"Walnut Creek, CA  94596",,Gawfco Enterprises Inc,9259790560,0053-161-020,0053-161-020,1.88,,100,,,,,,,,6051036,Industrial,,,7968,Warehouse,AU1Q1A,,,,,2 Star,CA,,,,,Solano County Ind,Vallejo Ind,2013,0.16,1248.16,,,,,,,,,,,0,,,,7968,,,1968,,94590,
,,,,,,,,,,,,-,,-,-,-,-,-,-,,1720 Broadway St,C,,,2013 Tax @ $0.44/sf,,Existing,2013 Tax @ $0.44/sf,,,Vallejo,,,,,Wood Frame,,Solano,,,,,,,5/10'0inw x 12'0inh,,,,,,,N,,,,1.3472,1/20/1995 12:00,"500,000.00",38.1289392,,,,,,,-122.2510055,North Bay/Santa Rosa,,,,,,,,0,2,,20,2,,,,,,,,,,,,1 Kaiser Plz,"Oakland, CA  946123610",,Kaiser Foundation Hospitals,,0052-171-320,0052-171-320,2.67,,100,,,,,,,,4061177,Industrial,,,51737,Warehouse,819651,,,,,2 Star,CA,,,,,Solano County Ind,Vallejo Ind,2013,0.44,22981.1,,,,,,,,,,,0,,,,4250,,,1969,,94589,"IU, Vallejo"
,,,,,,Fenced Lot,,,,,,-,,-,-,-,-,-,-,,3701 Industrial Way,C,,,2009 Tax @ $0.84/sf,,Existing,2009 Tax @ $0.84/sf,,18'0in,Benicia,,,,,Reinforced Concrete,,Solano,,,,,,,2/10'0inw x 16'0inh,,,,,Fenced Lot,,N,,,,4.09,,,38.067364,,,,,,,-122.125637,North Bay/Santa Rosa,,,,,,,,0,2,,18,1,,,,,,,,,,,,199 Fremont St,"San Francisco, CA  94105",,Parachini Benicia Prop,,0080-090-610,0080-090-610,,,100,1200a/480v,,,,,,,336316,Industrial,,,18240,,SO0002,,,,,1 Star,CA,,,,,Solano County Ind,Benicia Ind,2009,0.84,15282.72,,,,,,,,,,,0,,,,18240,,,1969,,94510,
,,,,,,,,,,,,-,,-,-,-,-,-,-,,1640 Marine World Pky,C,,,2013 Tax @ $1.12/sf,,Existing,2013 Tax @ $1.12/sf,,,Vallejo,,,,,Masonry,,Solano,,,,,,,1/10'0inw x 12'0inh,,,,,,,N,,,,0.2775,2/22/2011 12:00,,38.1393862,,,,,,,-122.2549323,North Bay/Santa Rosa,,,,,,,,0,,,2,1,,,,,,,,,,,,405 Lilypond Ln,"Lincoln, CA  95648",,Rond L H & A M Family Trust,,0067-160-020,0067-160-020,,,100,,,,,,,,7793351,Industrial,,,2372,Warehouse,BX8TJA,,,,,2 Star,CA,,,,,Solano County Ind,Vallejo Ind,2013,1.12,2649.16,,,,,,,,,,,0,,,,2695,,,1969,,94589,
,,,,,,,,,,,,-,,-,-,-,-,-,-,,210 Pintado St,B,,Bldg 599,,Mare Island,Existing,,,38'0in,Vallejo,,,,,,,Solano,C St,,,,,,6,,,,,,,N,,,,3.5,,,38.1069694,,,,,,,-122.2776568,North Bay/Santa Rosa,,,,,,,3,0,4,,,1,,,,,,,,,,,,Mare Island Naval Base,"Vallejo, CA  94590",,Lennar Partners,7075624000,0066-050-040,0066-050-040,10,,100,1500a/120-208v 3p,,,,,,,390609,Industrial,,,112327,Warehouse,SO6855,,,,,1 Star,CA,,,,,Solano County Ind,Vallejo Ind,,,,,,,,,,,,,,0,,,,112327,,,1969,,94592,Ind
,,,,,,,,,,,,-,,-,-,-,-,-,-,,1601 Cement Hill Rd,C,,Solano Concrete Company,2013 Tax @ $0.59/sf,,Existing,2013 Tax @ $0.59/sf,,16'0in,Fairfield,,,,,Reinforced Concrete,,Solano,,,,,,,,,,,,,,N,,,,16.39,1/3/2000 12:00,"708,000.00",38.2829194,,,,,,,-121.9964972,North Bay/Santa Rosa,,,,,,,,0,,,80,1,,,,,,,,,,,,1501 Belvedere Rd,"West Palm Beach, FL  33406",,United Metro Materials Inc,,0170-010-260,0170-010-260,3.01,,100,,,,,,,,4756809,Industrial,,,25222,,AP47DA,,,,,2 Star,CA,,,,,Solano County Ind,Fairfield Ind,2013,0.59,14974.66,,,,,,,,,,,0,,,,26550,,,1970,,945332659,"RLM/CM, Fairfield"
,,,,,,,,,,,,-,,-,-,-,-,-,-,,4850 W Cordelia Rd,B,,,2014 Tax @ $0.58/sf,Fairfield Industrial Park,Existing,2014 Tax @ $0.58/sf,,18'0in-22'0in,Fairfield,,,,,,,Solano,,,,,,,Yes,,,,,,,N,,,,0.72,,,38.2102813,360 Campus Ln Suite # 101,"Fairfield, CA  94534",,7078630181,Colliers International,7078630188,-122.139122,North Bay/Santa Rosa,,,,,,,,0,0,,,1,,,,,,,,,,,,1840 Capitol St,"Vallejo, CA  94590",,Hahn Investment Co,,0180-110-140,0180-110-140,,,100,,,,,,,,336664,Industrial,,,21000,Warehouse,SO02E5,,,,Yes,2 Star,CA,,,,,Solano County Ind,Fairfield Ind,2014,0.58,12217.06,,,,,,,,,,,0,,,,21000,,,1970,,945341619,
,,,,,,"Fenced Lot, Signage",,,,,,-,,-,-,-,-,-,-,,9310-9324 W Cordelia Rd,B,,,"2014 Tax @ $0.49/sf, 2011 Est Tax @ $0.56/sf; 2010 Ops @ $0.23/sf, 2011 Est Ops @ $0.52/sf",,Existing,"2014 Tax @ $0.49/sf, 2011 Est Tax @ $0.56/sf; 2010 Ops @ $0.23/sf, 2011 Est Ops @ $0.52/sf",,16'0in,Fairfield,,,,,Masonry,,Solano,,,,,,,10,,,,,"Fenced Lot, Signage",,N,,,,3.02,10/17/2011 12:00,"2,175,000.00",38.209453,555 12th St Suite # 1400,"Oakland, CA  946074046",Paul Beckwith,5104651350,DTZ,5104658000,-122.1456194,North Bay/Santa Rosa,,,,,,,,0,6,,146,1,,,,,,,,,,,,4001 Industrial Way,"Benicia, CA  945101241",,Cordelia Point Llc,,0180-120-050,0180-120-050,2.87,,100,100a/100v,Paul Beckwith,,,,,,336777,Industrial,,,50800,Warehouse,SO02IC,,,,None,2 Star,CA,,,,,Solano County Ind,Fairfield Ind,2014,0.49,25121.1,,,,,,,,,,,0,,,,50800,,,1970,,945341682,
,,,,,,Fenced Lot,,,,,,-,,-,-,-,-,-,-,,2500 Huntington Dr,C,Peabody & Airbase,Bldg A,2014 Tax @ $0.29/sf,Tolenas Industrial Park,Existing,2014 Tax @ $0.29/sf,,20'0in-23'0in,Fairfield,,,,48-52'w x 24'd,Reinforced Concrete,,Solano,,,,,,,3/12'0inw x 14'0inh,,,,,Fenced Lot,,N,,,,11.83,5/3/1999 12:00,"2,850,000.00",38.2796805,,,,,,,-121.9736806,North Bay/Santa Rosa,,,,,,,,0,13,,60,1,,,,,,,,,,,,1221 Broadway,"Oakland, CA  946231305",,Clorox Products Manufacturing Company,5102717000,0170-020-110,0170-020-110,1,,100,5000a/277-480v 3p 3w,,,,,,,336881,Industrial,,,184704,Manufacturing,SO0385,,,,,2 Star,CA,,,,,Solano County Ind,Fairfield Ind,2014,0.29,53494.94,,,,,,,,,,,0,,,,184704,,,1970,,94533,
,,,,,,Fenced Lot,,,,,,-,,-,-,-,-,-,-,,7390 Ca 113 Rd,B,,,2008 Tax @ $2.31/sf,,Existing,2008 Tax @ $2.31/sf,,,Dixon,,,,,,,Solano,,,,,,,,,,,,Fenced Lot,,N,,,,40.45,,,38.420812,,,,,,,-121.821544,North Bay/Santa Rosa,,,,,,,,0,,,,1,,,,,,,,,,,,1477 Drew Ave,"Davis, CA  956184881",,Ellensburg Lamb Company Inc,,0112-040-220,0112-040-220,,,100,,,,,,,,5500667,Industrial,,,29125,Food Processing,A4N3PA,,,,,2 Star,CA,,,,,Solano County Ind,Vacaville Ind,2008,2.31,67212.36,,,,,,,,,,,0,,,,29125,,,1970,,956209665,
,,,,,,Fenced Lot,,,,,,-,,-,-,-,-,-,-,,7390 Ca 113 Rd,B,,,2009 Tax @ $12.22/sf,,Existing,2009 Tax @ $12.22/sf,,,Dixon,,,,,,,Solano,,,,,,,,,,,,Fenced Lot,,N,,,,40.45,,,38.4211417,,,,,,,-121.8218595,North Bay/Santa Rosa,,,,,,,,0,,,,1,,,,,,,,,,,,1477 Drew Ave,"Davis, CA  956184881",,Ellensburg Lamb Company Inc,,0112-040-220,0112-040-220,,,100,,,,,,,,5500691,Industrial,,,5637,Food Processing,A4NGQA,,,,,3 Star,CA,,,,,Solano County Ind,Vacaville Ind,2009,12.22,68874.12,,,,,,,,,,,0,,,,5637,,,1970,,956209665,
,,,,,,Fenced Lot,,,,,,-,,-,-,-,-,-,-,,7390 Ca 113 Rd,C,,,2008 Tax @ $2.10/sf,,Existing,2008 Tax @ $2.10/sf,,,Dixon,,,,,,,Solano,,,,,,,,,,,,Fenced Lot,,N,,,,40.45,,,38.4210844,,,,,,,-121.8223092,North Bay/Santa Rosa,,,,,,,,0,,,,2,,,,,,,,,,,,1477 Drew Ave,"Davis, CA  956184881",,Ellensburg Lamb Company Inc,,0112-040-220,0112-040-220,,,100,,,,,,,,5503908,Industrial,,,32015,Food Processing,A68SPA,,,,,2 Star,CA,,,,,Solano County Ind,Vacaville Ind,2008,2.1,67212.36,,,,,,,,,,,0,,,,16007,,,1970,,956209665,
,,,,,,Fenced Lot,,,,,,-,,-,-,-,-,-,-,,7390 Ca 113 Rd,B,,,2009 Tax @ $10.25/sf,,Existing,2009 Tax @ $10.25/sf,,,Dixon,,,,,,,Solano,,,,,,,,,,,,Fenced Lot,,N,,,,40.45,,,38.4205805,,,,,,,-121.8220033,North Bay/Santa Rosa,,,,,,,,0,,,,1,,,,,,,,,,,,1477 Drew Ave,"Davis, CA  956184881",,Ellensburg Lamb Company Inc,,0112-040-220,0112-040-220,,,100,,,,,,,,5503933,Industrial,,,6722,Food Processing,A698PA,,,,,3 Star,CA,,,,,Solano County Ind,Vacaville Ind,2009,10.25,68874.12,,,,,,,,,,,0,,,,6722,,,1970,,956209665,
,,,,,,Fenced Lot,,,,,,-,,-,-,-,-,-,-,,302 N 1st St,C,,,2013 Tax @ $0.52/sf,,Existing,2013 Tax @ $0.52/sf,,,Dixon,,,,,Masonry,,Solano,C St,,,,,,1/10'0inw x 12'0inh,,,,,Fenced Lot,,N,,,,0.5485,,,38.447733,,,,,,,-121.822185,North Bay/Santa Rosa,,,,,,,,0,,,6,1,,,,,,,,,,,,160 Pacific Ave,"San Francisco, CA  94111",,Macor Inc,,0115-070-030,0115-070-030,1.28,,100,,,,,,,,5500881,Industrial,,,4676,Service,A4QGQA,,,,,3 Star,CA,,,,,Solano County Ind,Vacaville Ind,2013,0.52,2431.76,,,,,,,,,,,0,,,,4676,,,1970,,956203029,
